title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024,citeScoreTracker_2024,citeScoreCurrentMetric_2023
International Journal of Mathematics and Computer Science,"Badih/Ghusayni, Ed. & Pub.",journal,MATH;COMP,Modeling and Simulation;Computer Science (miscellaneous);Numerical Analysis;Computational Mathematics;Algebra and Number Theory;Discrete Mathematics and Combinatorics;Statistics and Probability;Applied Mathematics,0.553,0.272,167,269,94,0.0,91,355,67,0.0,184,378,159,0.0,1.3,1.3
International Journal of Mathematics and Physics,al-Farabi Kazakh State National University,journal,PHYS;MATH;COMP,Mathematics (all);Computer Science Applications;Physics and Astronomy (all),0.153,0.123,20,7,14,0.0,22,18,16,0.0,10,24,10,0.0,0.5,0.3
International Journal of Mechanical Engineering and Robotics Research,International Journal of Mechanical Engineering and Robotics Research,journal,ENGI;COMP,Control and Systems Engineering;Artificial Intelligence;Mechanical Engineering,0.473,0.263,125,782,21,0.0,52,1130,19,1.92,62,932,48,0.0,2.8,2.8
International Journal of Mechatronics and Applied Mechanics,Cefin Publishing House,journal,ENGI;MATE;COMP,Materials Science (all);Artificial Intelligence;Mechanics of Materials,0.378,0.171,69,96,46,0.0,61,125,47,0.0,66,114,62,0.0,1.1,0.8
International Journal of Mechatronics and Automation,Inderscience,journal,ENGI;MATH;COMP,Artificial Intelligence;Industrial and Manufacturing Engineering;Computational Mathematics;Electrical and Electronic Engineering;Control and Systems Engineering;Computational Mechanics,0.969,0.138,20,84,8,0.0,0,92,0,0.0,0,64,0,0.0,1.7,1.6
International Journal of Medical Robotics and Computer Assisted Surgery,John Wiley and Sons Ltd,journal,BIOC;MEDI;COMP,Surgery;Biophysics;Computer Science Applications,0.987,0.589,121,3017,15,8.26,100,3424,22,7.0,111,3105,69,6.31,5.0,5.3
"International Journal of Metadata, Semantics and Ontologies",Inderscience Enterprises Ltd,journal,SOCI;COMP,Computer Science Applications;Information Systems;Library and Information Sciences,0.597,0.239,10,172,4,0.0,15,124,14,0.0,0,83,0,0.0,1.0,1.5
International Journal of Mobile Computing and Multimedia Communications,IGI Global Publishing,journal,COMP,Computer Networks and Communications,0.187,0.187,15,119,1,0.0,6,124,5,0.0,6,145,6,0.0,1.8,1.4
International Journal of Mobile Human Computer Interaction,IGI Global Publishing,journal,COMP,Human-Computer Interaction,0.82,0.301,1,203,0,0.0,2,189,1,0.0,0,147,0,0.0,0.7,4.7
International Journal of Mobile Learning and Organisation,Inderscience,journal,SOCI;COMP,Education;Computer Science Applications,0.636,0.517,25,464,8,8.0,34,579,10,2.94,18,591,14,0.0,2.9,4.1
International Journal of Mobile Network Design and Innovation,Inderscience Enterprises Ltd,journal,BUSI;COMP,Computer Networks and Communications;Software;Management Information Systems;Artificial Intelligence,0.128,0.115,7,48,7,0.0,6,51,5,0.0,6,29,4,0.0,0.6,0.3
International Journal of Mobile and Blended Learning,IGI Global Publishing,journal,SOCI;COMP,Education;Computer Science (all),0.804,0.417,34,295,15,0.0,10,324,5,0.0,4,290,3,0.0,2.7,3.3
"International Journal of Modeling, Simulation, and Scientific Computing",World Scientific,journal,MATH;COMP,Modeling and Simulation;Computer Science Applications,0.459,0.243,84,674,22,2.38,98,758,42,0.0,80,677,67,3.75,3.0,2.5
International Journal of Modelling and Simulation,Taylor and Francis Ltd.,journal,ENGI;MATH;COMP,Modeling and Simulation;Industrial and Manufacturing Engineering;Engineering (all);Mathematics (all);Hardware and Architecture;Electrical and Electronic Engineering;Mechanics of Materials,1.059,0.447,69,604,10,0.0,174,969,28,0.0,166,1428,102,0.0,7.8,6.1
"International Journal of Modelling, Identification and Control",Inderscience Enterprises Ltd,journal,MATH;COMP,Modeling and Simulation;Computer Science Applications;Applied Mathematics,0.405,0.248,66,594,19,0.0,63,670,38,0.0,50,599,44,0.0,1.5,1.7
International Journal of Modern Education and Computer Science,Modern Education and Computer Science Press,journal,SOCI;COMP,Education;Computer Science Applications,0.686,0.278,38,364,8,0.0,36,489,13,0.0,34,422,24,0.0,4.1,4.7
International Journal of Modern Physics C,World Scientific Publishing Co. Pte Ltd,journal,PHYS;MATH;COMP,Statistical and Nonlinear Physics;Physics and Astronomy (all);Computational Theory and Mathematics;Mathematical Physics;Computer Science Applications,0.476,0.293,170,2478,52,0.0,172,2611,69,0.0,242,2416,183,0.0,3.3,3.0
International Journal of Molecular Sciences,Multidisciplinary Digital Publishing Institute (MDPI),journal,CENG;BIOC;CHEM;COMP,Catalysis;Spectroscopy;Physical and Theoretical Chemistry;Inorganic Chemistry;Molecular Biology;Computer Science Applications;Organic Chemistry,1.12,1.179,16240,279483,824,25.89,17630,347156,2870,25.37,11309,386685,7808,26.22,8.3,8.1
International Journal of Multimedia Information Retrieval,Springer London,journal,ENGI;SOCI;COMP,Media Technology;Information Systems;Library and Information Sciences,1.969,1.115,44,722,5,2.27,42,999,16,0.0,41,1049,34,0.0,6.7,7.8
International Journal of Nanoscience,World Scientific,journal,CENG;PHYS;BIOC;MATE;ENGI;COMP,Biotechnology;Bioengineering;Condensed Matter Physics;Materials Science (all);Electrical and Electronic Engineering;Computer Science Applications,0.3,0.188,56,720,20,5.36,60,759,23,10.0,65,746,43,9.23,1.6,1.6
International Journal of Network Management,John Wiley and Sons Ltd,journal,COMP,Computer Networks and Communications;Computer Science Applications,0.561,0.599,33,645,1,0.0,32,663,10,0.0,57,627,42,0.0,5.4,5.1
International Journal of Networked and Distributed Computing,Springer International Publishing AG,journal,COMP,Computer Networks and Communications;Computer Science Applications,0.775,0.420,2,155,0,0.0,9,137,3,0.0,25,136,18,16.0,4.1,4.1
International Journal of Networking and Virtual Organisations,Inderscience Enterprises Ltd,journal,BUSI;DECI;COMP,Computer Networks and Communications;Computer Science Applications;Strategy and Management;Information Systems and Management,0.288,0.173,34,326,20,2.94,51,310,40,0.0,29,274,27,0.0,1.3,1.4
International Journal of Neural Systems,World Scientific Publishing Co. Pte Ltd,journal,COMP,Computer Networks and Communications,1.425,1.672,71,3097,3,0.0,73,2974,11,0.0,76,2796,49,0.0,11.1,11.3
"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",John Wiley and Sons Ltd,journal,ENGI;MATH;COMP,Modeling and Simulation;Computer Science Applications;Electrical and Electronic Engineering,0.682,0.430,99,1414,16,0.0,90,1534,26,0.0,176,1421,123,0.0,3.9,4.6
International Journal of Open Source Software and Processes,IGI Global Publishing,journal,COMP,Software,0.418,0.205,5,81,2,20.0,1,94,1,0.0,0,57,0,0.0,2.0,1.9
International Journal of Operations Research and Information Systems,IGI Global Publishing,journal,BUSI;DECI;COMP,Information Systems and Management;Computer Networks and Communications;Computational Theory and Mathematics;Computer Science Applications;Information Systems;Management Information Systems,0.684,0.207,5,42,2,0.0,1,81,1,0.0,0,51,0,0.0,6.3,3.6
International Journal of Parallel Programming,Springer New York,journal,MATH;COMP,Theoretical Computer Science;Software;Information Systems,0.855,0.469,22,1664,4,0.0,17,1619,10,0.0,19,1210,15,0.0,3.2,4.4
"International Journal of Parallel, Emergent and Distributed Systems",Taylor and Francis Ltd.,journal,COMP,Computer Networks and Communications;Software,0.543,0.286,38,438,13,0.0,45,454,26,0.0,42,359,39,0.0,2.1,2.3
International Journal of Pattern Recognition and Artificial Intelligence,World Scientific Publishing Co. Pte Ltd,journal,COMP,Software;Artificial Intelligence;Computer Vision and Pattern Recognition,0.454,0.302,222,2834,61,0.45,199,2840,93,1.01,150,2255,133,1.33,2.4,2.9
International Journal of Pervasive Computing and Communications,Emerald Group Publishing Ltd.,journal,MATH;COMP,Theoretical Computer Science;Computer Science (all),0.655,0.360,69,543,19,0.0,38,580,11,2.63,29,469,17,10.34,5.1,6.6
International Journal of Population Data Science,Swansea University,journal,DECI;SOCI;MEDI;COMP,Demography;Health Informatics;Information Systems;Information Systems and Management,0.789,0.809,34,349,14,5.88,58,478,32,3.45,128,505,126,0.78,1.4,2.5
International Journal of Prognostics and Health Management,PHM Society,journal,ENGI;ENER;COMP,"Energy Engineering and Power Technology;Computer Science (miscellaneous);Civil and Structural Engineering;Mechanical Engineering;Safety, Risk, Reliability and Quality",0.557,0.408,20,523,5,5.0,27,586,19,0.0,35,450,27,0.0,2.2,2.9
International Journal of Public Administration in the Digital Age,IGI Global Publishing,journal,SOCI;COMP,Public Administration;Computer Science Applications;Library and Information Sciences,0.48,0.198,0,31,0,0.0,1,43,1,0.0,1,45,1,0.0,2.2,2.2
International Journal of RF and Microwave Computer-Aided Engineering,Wiley-Hindawi,journal,ENGI;COMP,Computer Science Applications;Computer Graphics and Computer-Aided Design;Electrical and Electronic Engineering,0.52,0.361,620,4180,193,2.1,67,4551,26,0.0,45,3548,40,0.0,3.5,4.0
International Journal of Reasoning-based Intelligent Systems,Inderscience,journal,ENGI;COMP,Engineering (all);Computer Science (all),0.266,0.177,29,189,17,0.0,43,198,26,0.0,30,163,28,0.0,1.1,1.2
International Journal of Reconfigurable Computing,Hindawi Publishing Corporation,journal,COMP,Hardware and Architecture,0.028,0.133,1,160,0,0.0,2,108,0,0.0,0,62,0,0.0,1.3,1.5
International Journal of Reconfigurable and Embedded Systems,Institute of Advanced Engineering and Science (IAES),journal,ENGI;MATH;COMP,Computer Science Applications;Hardware and Architecture;Electrical and Electronic Engineering;Logic,0.374,0.159,29,68,6,3.45,52,109,20,0.0,84,128,74,0.0,1.5,1.5
"International Journal of Reliability, Quality and Safety Engineering",World Scientific,journal,ENGI;COMP;ENER,"Energy Engineering and Power Technology;Industrial and Manufacturing Engineering;Aerospace Engineering;Electrical and Electronic Engineering;Computer Science (all);Nuclear Energy and Engineering;Safety, Risk, Reliability and Quality",0.476,0.266,49,527,21,2.04,42,558,19,0.0,47,521,41,0.0,1.9,1.7
International Journal of Reliable and Quality E-Healthcare,IGI Global Publishing,journal,HEAL;NURS;MEDI;COMP,Medical Laboratory Technology;Leadership and Management;Computer Science Applications;Health Informatics;Health Information Management,0.248,0.198,31,113,10,0.0,6,117,2,0.0,2,108,2,0.0,5.2,3.2
International Journal of Robotics Research,SAGE Publications Inc.,journal,ENGI;MATH;COMP,Modeling and Simulation;Artificial Intelligence;Software;Mechanical Engineering;Electrical and Electronic Engineering;Applied Mathematics,3.927,4.346,49,18911,0,0.0,63,19156,16,0.0,133,15144,75,0.0,13.5,22.2
International Journal of Robotics and Automation,Acta Press,journal,ENGI;MATH;COMP,Modeling and Simulation;Artificial Intelligence;Software;Mechanical Engineering;Electrical and Electronic Engineering;Control and Systems Engineering,0.296,0.217,59,429,31,0.0,46,444,31,0.0,51,318,49,0.0,1.4,1.2
International Journal of Security and Networks,Inderscience Enterprises Ltd,journal,ENGI;COMP,"Computer Networks and Communications;Electrical and Electronic Engineering;Safety, Risk, Reliability and Quality",0.393,0.207,21,238,10,9.52,22,226,15,0.0,15,179,14,0.0,1.2,1.4
International Journal of Semantic Computing,World Scientific,journal,SOCI;COMP,Artificial Intelligence;Software;Computer Networks and Communications;Computer Science Applications;Information Systems;Linguistics and Language,0.563,0.258,31,327,10,0.0,35,275,18,8.57,35,228,30,20.0,1.2,1.7
International Journal of Sensor Networks,Inderscience,journal,ENGI;COMP,Computer Networks and Communications;Control and Systems Engineering;Computer Science Applications;Electrical and Electronic Engineering,0.356,0.325,68,578,18,1.47,60,505,26,0.0,49,459,42,0.0,2.3,2.4
"International Journal of Sensors, Wireless Communications and Control",Bentham Science Publishers,journal,ENGI;MATH;COMP,Computer Networks and Communications;Computer Science Applications;Control and Optimization;Electrical and Electronic Engineering,0.321,0.209,58,242,21,17.24,36,327,23,8.33,24,220,19,16.67,2.5,2.2
International Journal of Serious Games,Serious Games Society,journal,MATH;SOCI;COMP,Education;Artificial Intelligence;Software;Computer Graphics and Computer-Aided Design;Human-Computer Interaction;Applied Mathematics,0.958,0.441,29,139,6,3.45,32,197,13,0.0,22,227,21,0.0,4.5,3.8
"International Journal of Service Science, Management, Engineering, and Technology",IGI Global Publishing,journal,BUSI;ENGI;MULT;COMP,"Business, Management and Accounting (all);Multidisciplinary;Engineering (all);Computer Science (all)",0.367,0.264,46,240,16,0.0,11,320,7,0.0,8,403,7,12.5,5.1,4.5
International Journal of Services Operations and Informatics,Inderscience Enterprises Ltd,journal,BUSI;DECI;COMP,Computer Science Applications;Information Systems;Management Information Systems;Management Science and Operations Research,0.148,0.183,9,108,3,11.11,9,115,3,0.0,0,102,0,0.0,2.0,1.6
"International Journal of Services, Technology and Management",Inderscience Enterprises Ltd,journal,BUSI;ENGI;COMP,Engineering (all);Computer Science Applications;Marketing;Strategy and Management,0.197,0.161,6,349,1,0.0,17,312,12,0.0,5,281,4,0.0,0.9,1.1
International Journal of Simulation Modelling,Vienna University of Technology,journal,MATH;COMP,Modeling and Simulation;Computer Science Applications,1.017,0.571,60,998,6,1.67,62,1106,23,1.61,45,866,40,2.22,4.3,4.8
International Journal of Simulation and Process Modelling,Inderscience Enterprises Ltd,journal,MATH;COMP,Modeling and Simulation;Computer Science Applications;Applied Mathematics,0.258,0.209,43,236,30,0.0,30,240,27,0.0,5,195,5,0.0,1.7,1.8
International Journal of Social Robotics,Springer Verlag,journal,PSYC;ARTS;ENGI;COMP,Philosophy;Human-Computer Interaction;Social Psychology;Computer Science (all);Electrical and Electronic Engineering;Control and Systems Engineering,1.845,1.159,136,4565,10,3.68,135,5405,22,10.37,147,5291,85,4.08,10.0,9.8
International Journal of Sociotechnology and Knowledge Development,IGI Global Publishing,journal,DECI;COMP,Computer Science Applications;Information Systems and Management,0.375,0.253,41,174,17,2.44,9,198,4,0.0,7,194,4,0.0,3.4,4.2
International Journal of Software Engineering and Knowledge Engineering,World Scientific Publishing Co. Pte Ltd,journal,COMP,Computer Networks and Communications;Software;Computer Graphics and Computer-Aided Design;Artificial Intelligence,0.432,0.251,72,875,21,0.0,74,827,43,2.7,76,649,70,2.63,1.6,1.9
International Journal of Software Innovation,IGI Global Publishing,journal,COMP,Artificial Intelligence;Software;Computer Graphics and Computer-Aided Design;Computer Networks and Communications;Computer Science Applications,0.244,0.175,156,181,72,1.28,16,247,6,0.0,3,198,3,0.0,1.7,1.4
International Journal of Space Science and Engineering,Inderscience Enterprises Ltd,journal,ENGI;EART;COMP,Space and Planetary Science;Control and Systems Engineering;Computer Science Applications;Aerospace Engineering,0.443,0.215,0,3,0,0.0,5,12,5,0.0,4,11,4,0.0,0.3,1.0
International Journal of Speech Technology,Springer Netherlands,journal,ARTS;SOCI;COMP,Software;Computer Vision and Pattern Recognition;Human-Computer Interaction;Language and Linguistics;Linguistics and Language,1.097,0.485,112,1763,36,0.0,81,1815,38,0.0,85,1479,70,0.0,4.5,5.0
International Journal of Swarm Intelligence Research,IGI Global Publishing,journal,COMP,Computer Science Applications;Computational Theory and Mathematics;Artificial Intelligence,0.325,0.307,66,168,19,0.0,10,205,7,20.0,14,142,13,0.0,2.4,2.5
