title,publisher,aggregationType,subject_area_abbrevs,subject_area_names,SNIP,SJR,citeScoreTracker_2024,citeScoreCurrentMetric_2023,publicationCount_2022,citeCountSCE_2022,zeroCitesSCE_2022,revPercent_2022,publicationCount_2023,citeCountSCE_2023,zeroCitesSCE_2023,revPercent_2023,publicationCount_2024,citeCountSCE_2024,zeroCitesSCE_2024,revPercent_2024
Journal of Financial Crime,Emerald Group Publishing Ltd.,journal,ECON;SOCI,"Law;Economics, Econometrics and Finance (all)",1.246,0.383,3.8,3.1,96,1115,19,7.29,136,1563,45,11.03,142,1883,86,11.97
Journal of Financial Data Science,With intelligence,journal,ECON;BUSI;DECI;COMP,"Strategy and Management;Artificial Intelligence;Information Systems and Management;Finance;Business, Management and Accounting (miscellaneous);Computational Theory and Mathematics;Information Systems;Business and International Management",1.305,0.854,3.0,3.6,37,182,13,0.0,35,337,17,0.0,25,255,22,0.0
Journal of Financial Econometrics,Oxford University Press,journal,ECON,Finance;Economics and Econometrics,2.275,2.011,4.1,5.6,31,1512,6,3.23,48,1786,17,0.0,34,1878,14,0.0
Journal of Financial Economic Policy,Emerald Group Publishing Ltd.,journal,ECON,Finance;Economics and Econometrics,0.809,0.324,2.5,2.8,40,403,6,2.5,34,580,7,0.0,65,607,57,0.0
Journal of Financial Economics,Elsevier B.V.,journal,ECON;BUSI,Finance;Economics and Econometrics;Strategy and Management;Accounting,5.048,13.655,19.8,15.8,204,54251,4,0.0,90,60542,15,0.0,111,64615,63,0.0
Journal of Financial Intermediation,Academic Press Inc.,journal,ECON,Finance;Economics and Econometrics,2.452,3.095,5.7,8.6,38,3653,8,0.0,33,3680,7,0.0,23,3874,19,0.0
Journal of Financial Management of Property and Construction,Emerald Group Publishing Ltd.,journal,ECON;BUSI,Accounting;Economics and Econometrics;Business and International Management;Finance,1.039,0.437,3.0,3.7,21,626,2,4.76,27,656,11,3.7,32,718,19,6.25
"Journal of Financial Management, Markets and Institutions",World Scientific,journal,ECON,"Economics, Econometrics and Finance (all)",0.418,0.249,1.4,1.3,12,25,7,0.0,12,43,10,8.33,10,75,9,10.0
Journal of Financial Markets,Elsevier B.V.,journal,ECON,Finance;Economics and Econometrics,1.077,1.101,3.6,3.4,58,2427,7,0.0,60,2544,16,0.0,42,2731,32,0.0
Journal of Financial Regulation,Oxford University Press,journal,ECON,Finance,1.454,0.826,3.3,5.6,11,179,2,0.0,11,280,6,0.0,12,303,9,0.0
Journal of Financial Regulation and Compliance,Emerald Publishing,journal,ECON;BUSI,Finance;Strategy and Management,0.8,0.345,3.4,2.6,30,474,4,6.67,37,654,17,8.11,39,663,29,5.13
Journal of Financial Reporting and Accounting,Emerald Group Publishing Ltd.,journal,ECON;BUSI,"Economics, Econometrics and Finance (miscellaneous);Management Information Systems;Accounting",1.198,0.488,8.1,5.8,66,514,7,3.03,157,1035,41,3.18,147,1730,79,3.4
Journal of Financial Research,Wiley-Blackwell Publishing Ltd,journal,ECON;BUSI,Finance;Accounting,0.652,0.479,1.7,1.7,32,1223,11,0.0,54,1196,31,0.0,74,1213,67,0.0
Journal of Financial Services Marketing,Palgrave Macmillan Ltd.,journal,ECON;BUSI,Finance;Marketing,1.219,0.501,5.9,5.6,31,537,8,0.0,55,819,6,0.0,105,1120,46,0.0
Journal of Financial Services Research,Springer Netherlands,journal,ECON;BUSI,Finance;Economics and Econometrics;Accounting,1.285,0.836,3.1,3.0,21,1595,7,4.76,34,1548,13,0.0,29,1486,20,0.0
Journal of Financial Stability,Elsevier B.V.,journal,ECON,"Finance;Economics, Econometrics and Finance (all)",1.821,1.837,8.9,7.7,79,3896,4,0.0,62,4480,10,0.0,110,4906,58,0.0
Journal of Financial Therapy,New Prairie Press,journal,PSYC;SOCI;ECON,Applied Psychology;Finance;Social Psychology;Health (social science),0.481,0.180,1.0,0.8,13,50,9,0.0,11,105,7,0.0,8,108,8,0.0
Journal of Financial and Quantitative Analysis,Cambridge University Press,journal,ECON;BUSI,Finance;Economics and Econometrics;Accounting,2.549,3.980,7.2,6.6,98,10406,7,0.0,171,11443,61,0.0,110,12487,57,0.0
Journal of Fixed Income,Portfolio Management Research,journal,ECON,Finance;Economics and Econometrics,0.472,0.373,0.8,1.1,28,184,18,3.57,28,196,23,0.0,28,149,27,0.0
Journal of Food Distribution Research,Food Distribution Research Society,journal,ECON;DECI;AGRI;BUSI,Agronomy and Crop Science;Management Science and Operations Research;Economics and Econometrics;Food Science;Marketing,0.197,0.157,0.6,0.5,15,34,9,0.0,21,33,14,0.0,11,39,11,0.0
Journal of Forecasting,John Wiley and Sons Ltd,journal,ECON;DECI;MATH;BUSI;COMP,"Modeling and Simulation;Strategy and Management;Management Science and Operations Research;Economics and Econometrics;Statistics, Probability and Uncertainty;Computer Science Applications",1.225,0.885,4.2,5.4,90,2953,9,0.0,119,3255,30,0.0,176,3138,136,0.0
Journal of Forest Economics,Now Publishers Inc,journal,ECON;AGRI;SOCI;ENVI,"Economics, Econometrics and Finance (miscellaneous);Geography, Planning and Development;Ecology;Forestry",0.262,0.269,1.4,1.7,17,801,6,0.0,8,721,4,0.0,10,622,9,0.0
Journal of Futures Markets,Wiley-Liss Inc.,journal,ECON;BUSI,"Business, Management and Accounting (all);Finance;Economics and Econometrics;Accounting",0.935,0.672,3.7,3.7,100,2425,35,0.0,70,2367,28,0.0,83,2374,64,0.0
Journal of Geographical Systems,Springer Verlag,journal,ECON;SOCI,"Geography, Planning and Development;Economics and Econometrics",1.381,0.663,6.5,5.4,31,1420,9,0.0,33,1253,8,0.0,25,1183,17,0.0
Journal of Global Economic Analysis,"Purdue University, Department of Agricultural Economics",journal,ECON;DECI;MATH,"Statistics, Probability and Uncertainty;Economics and Econometrics;Applied Mathematics",1.324,1.716,3.9,5.6,7,245,2,0.0,7,285,1,0.0,3,274,3,0.0
Journal of Globalization and Development,Walter de Gruyter GmbH,journal,ECON;SOCI,"Economics, Econometrics and Finance (all);Geography, Planning and Development;Development",0.356,0.339,1.3,1.2,14,64,3,7.14,13,86,9,0.0,3,106,3,0.0
Journal of Governance and Regulation,Virtus Interpress,journal,ECON;BUSI;SOCI,Strategy and Management;Public Administration;Economics and Econometrics;Finance;Business and International Management,0.571,0.208,1.7,1.5,122,153,48,0.0,137,319,63,0.73,123,409,104,0.0
Journal of Home Economics Research,Home Economics Research Association of Nigeria,journal,ECON,Economics and Econometrics,0.019,0.103,0.1,0.1,31,6,31,0.0,39,21,38,0.0,21,14,21,0.0
Journal of Hospitality Financial Management,Taylor and Francis Ltd.,journal,ECON;BUSI,"Finance;Strategy and Management;Tourism, Leisure and Hospitality Management",0.158,0.122,0.5,0.3,16,108,10,0.0,0,99,0,0.0,0,88,0,0.0
Journal of Housing Economics,Academic Press Inc.,journal,ECON,Economics and Econometrics,1.225,0.746,2.9,3.3,41,1765,12,0.0,35,1782,10,0.0,26,1804,20,3.85
Journal of Housing Research,Informa UK Limited,journal,ECON;BUSI;SOCI,"Economics, Econometrics and Finance (miscellaneous);Business, Management and Accounting (miscellaneous);Urban Studies",0.32,0.185,1.0,0.7,13,160,5,0.0,13,230,9,0.0,13,195,11,0.0
Journal of Human Capital,University of Chicago Press,journal,ECON,"Economics, Econometrics and Finance (all)",0.844,0.757,2.3,2.3,17,471,4,0.0,16,473,9,0.0,14,528,10,0.0
Journal of Human Resources,University of Wisconsin Press,journal,ECON;BUSI,Organizational Behavior and Human Resource Management;Management of Technology and Innovation;Economics and Econometrics;Strategy and Management,2.466,4.524,7.5,7.0,52,5583,2,0.0,56,5776,5,0.0,61,5597,19,0.0
Journal of Indonesian Economy and Business,Gadjah Mada University,journal,ECON;BUSI,"Management of Technology and Innovation;Economics and Econometrics;Accounting;Business, Management and Accounting (miscellaneous);Management Information Systems;Business and International Management",0.654,0.246,2.4,2.2,15,23,7,0.0,15,66,5,0.0,15,83,13,0.0
Journal of Industrial Economics,Wiley-Blackwell Publishing Ltd,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics and Econometrics;Accounting",0.941,0.792,1.9,1.6,32,1771,9,0.0,35,1788,17,0.0,50,1612,40,0.0
Journal of Industrial and Business Economics,Springer Nature,journal,ECON;BUSI,"Business, Management and Accounting (all);Economics, Econometrics and Finance (all);Economics and Econometrics;Business and International Management",1.421,0.814,3.4,8.0,32,616,5,0.0,44,627,13,4.55,51,676,38,0.0
"Journal of Industry, Competition and Trade",Kluwer Academic Publishers,journal,ECON,Economics and Econometrics,1.057,0.582,1.4,3.1,23,470,6,0.0,14,546,12,0.0,21,507,16,0.0
Journal of Innovation Economics and Management,De Boeck Supérieur,journal,ECON;BUSI,Management of Technology and Innovation;Economics and Econometrics;Strategy and Management;Business and International Management,0.773,0.490,3.3,3.2,31,130,6,3.23,36,241,14,5.56,13,245,10,0.0
Journal of Innovation and Entrepreneurship,SpringerOpen,journal,ECON;BUSI;SOCI;COMP,Management of Technology and Innovation;Economics and Econometrics;Sociology and Political Science;Information Systems;Management Information Systems,2.068,0.895,7.4,7.2,69,961,5,10.14,89,1570,14,7.87,77,2012,54,10.39
Journal of Innovation and Knowledge,Elsevier B.V.,journal,ECON;BUSI,Management of Technology and Innovation;Economics and Econometrics;Marketing;Business and International Management,3.873,3.372,19.0,16.1,118,2223,1,0.0,167,4661,3,0.0,134,6725,85,0.0
Journal of Institutional Economics,Cambridge University Press,journal,ECON,"Economics, Econometrics and Finance (all)",1.752,1.157,4.4,4.8,54,1126,3,18.52,65,1524,26,18.46,27,1319,12,7.41
Journal of Institutional and Theoretical Economics,JCB Mohr,journal,ECON,Economics and Econometrics,0.341,0.229,1.1,1.3,11,533,8,0.0,39,475,34,0.0,28,410,27,0.0
Journal of Interdisciplinary Economics,SAGE Publications Inc.,journal,ECON,Economics and Econometrics,0.912,0.267,2.1,1.4,17,109,6,0.0,15,144,9,6.67,17,156,10,0.0
"Journal of International Accounting, Auditing and Taxation",Elsevier B.V.,journal,ECON;BUSI,Finance;Accounting,1.513,0.597,4.8,4.5,39,1056,7,0.0,39,1324,11,0.0,39,1527,23,0.0
Journal of International Business Studies,Palgrave Macmillan,journal,ECON;BUSI;SOCI,"Social Sciences (all);Management of Technology and Innovation;Strategy and Management;Economics and Econometrics;Business, Management and Accounting (all);Business and International Management",3.481,4.600,15.7,16.2,107,21206,7,4.67,95,22856,13,5.26,96,22464,62,5.21
"Journal of International Commerce, Economics and Policy",World Scientific,journal,ECON;BUSI,"Business, Management and Accounting (all);Finance;Economics and Econometrics",0.279,0.248,2.1,1.5,17,201,6,0.0,26,249,10,0.0,26,239,23,0.0
Journal of International Economic Law,Oxford University Press,journal,ECON;SOCI,"Economics, Econometrics and Finance (miscellaneous);Law",1.83,0.953,3.6,4.8,35,1090,3,2.86,35,1207,12,0.0,32,969,30,0.0
Journal of International Economics,Elsevier B.V.,journal,ECON,Finance;Economics and Econometrics,2.828,4.583,5.5,5.8,93,11421,6,0.0,99,12347,17,0.0,116,12431,95,0.0
Journal of International Financial Management and Accounting,Wiley-Blackwell Publishing Ltd,journal,ECON;BUSI,"Finance;Business, Management and Accounting (miscellaneous);Accounting",2.393,1.640,10.9,9.1,21,899,1,0.0,24,1148,1,0.0,31,1343,16,0.0
"Journal of International Financial Markets, Institutions and Money",Elsevier B.V.,journal,ECON,Finance;Economics and Econometrics,1.483,1.216,9.0,6.6,152,4673,12,1.32,137,5768,18,0.73,131,6505,68,0.76
Journal of International Logistics and Trade,Jungseok Research Institute of International Logistics and Trade,journal,ECON;BUSI;DECI;SOCI,Transportation;Management Science and Operations Research;Economics and Econometrics;Management Information Systems;Marketing,0.361,0.270,3.0,2.6,10,66,0,10.0,13,77,1,0.0,6,150,5,0.0
Journal of International Management,Elsevier Inc.,journal,ECON;BUSI,Finance;Strategy and Management;Business and International Management,1.755,1.834,9.3,9.8,64,3253,0,0.0,60,3683,12,0.0,71,3589,39,0.0
Journal of International Money and Finance,Elsevier B.V.,journal,ECON,Finance;Economics and Econometrics,1.579,1.351,4.7,4.2,165,7409,23,3.64,151,7613,38,2.65,170,7856,121,0.59
Journal of International Studies,Centre of Sociological Research,journal,ECON;SOCI,Political Science and International Relations;Economics and Econometrics,0.718,0.383,4.3,4.8,62,1219,10,1.61,60,1303,20,0.0,40,1101,28,0.0
Journal of International Trade Law and Policy,Emerald Group Publishing Ltd.,journal,ECON;BUSI;SOCI,"Political Science and International Relations;Law;Economics, Econometrics and Finance (all);Industrial Relations",0.419,0.163,1.5,1.1,12,105,4,8.33,14,116,7,0.0,10,128,10,0.0
Journal of International Trade and Economic Development,Routledge,journal,ECON;SOCI,"Economics, Econometrics and Finance (all);Geography, Planning and Development;Development",1.283,0.659,4.4,4.0,66,1408,11,0.0,69,1590,26,0.0,125,1699,80,0.8
Journal of Investing,Portfolio Management Research,journal,ECON;BUSI,Management of Technology and Innovation;Finance;Strategy and Management,0.546,0.365,0.9,1.1,58,95,42,0.0,42,137,33,2.38,53,125,50,1.89
Journal of Investment Strategies,Infopro digital,journal,ECON;BUSI,"Economics, Econometrics and Finance (all);Strategy and Management",0.221,0.462,0.3,0.4,12,9,12,0.0,12,7,11,0.0,6,14,6,0.0
Journal of Islamic Monetary Economics and Finance,Bank Indonesia Institute,journal,ECON,"Economics, Econometrics and Finance (all)",0.505,0.207,2.2,1.9,39,138,8,2.56,32,222,14,0.0,25,329,23,4.0
"Journal of King Abdulaziz University, Islamic Economics",King Abdulaziz University Scientific Publishing Center,journal,ECON,"Economics, Econometrics and Finance (all)",0.091,0.124,0.7,0.6,23,140,18,0.0,17,176,12,0.0,10,162,9,0.0
Journal of Labor Economics,University of Chicago Press,journal,ECON;BUSI,Economics and Econometrics;Industrial Relations,2.69,6.084,6.4,6.4,41,5778,5,0.0,41,6187,8,0.0,45,5867,17,0.0
Journal of Labor and Society,Brill Academic Publishers,journal,ECON;ARTS;SOCI,Political Science and International Relations;Cultural Studies;Economics and Econometrics;History;Social Sciences (miscellaneous);Sociology and Political Science,0.795,0.329,0.5,0.6,16,6,8,6.25,32,19,26,15.63,13,30,12,7.69
Journal of Law and Economics,University of Chicago Press,journal,ECON;SOCI,Law;Economics and Econometrics,1.347,1.295,3.1,2.4,48,2457,14,0.0,28,2735,15,0.0,14,2590,11,0.0
"Journal of Law, Economics, and Organization",Oxford University Press,journal,ECON;BUSI;SOCI,Organizational Behavior and Human Resource Management;Law;Economics and Econometrics,1.518,1.173,2.8,2.2,24,2363,6,0.0,26,2441,6,0.0,17,2175,7,0.0
"Journal of Law, Finance, and Accounting",Now Publishers Inc,journal,ECON;BUSI;SOCI,Law;Finance;Accounting,0.418,0.371,0.9,1.5,4,85,2,0.0,3,118,3,0.0,3,116,3,0.0
Journal of Macroeconomics,Elsevier B.V.,journal,ECON,Economics and Econometrics,0.851,0.671,2.7,2.5,55,2364,9,0.0,62,2510,18,0.0,39,2511,28,0.0
Journal of Management,SAGE Publications Inc.,journal,ECON;BUSI,Finance;Strategy and Management,5.183,7.539,22.7,22.4,78,39833,1,3.85,115,44738,8,6.96,164,45000,58,17.07
Journal of Management and Business Research,Chinese Management Association,journal,ECON;BUSI,"Strategy and Management;Finance;Business, Management and Accounting (miscellaneous);Marketing;Business and International Management",0.052,0.117,0.2,0.3,22,2,20,0.0,18,6,17,0.0,13,10,13,15.38
Journal of Marketing Analytics,Springer International Publishing AG,journal,ECON;BUSI;DECI,"Statistics, Probability and Uncertainty;Economics, Econometrics and Finance (miscellaneous);Marketing;Strategy and Management",1.313,0.735,5.6,5.4,33,471,5,0.0,78,837,25,1.28,116,1123,68,4.31
Journal of Marketing Research,American Marketing Association,journal,ECON;BUSI,Economics and Econometrics;Marketing;Business and International Management,2.467,5.984,9.7,10.3,65,15668,1,0.0,63,16418,5,0.0,70,15325,32,0.0
Journal of Mathematical Economics,Elsevier B.V.,journal,ECON;MATH,Economics and Econometrics;Applied Mathematics,0.903,0.707,1.9,1.7,97,1814,41,0.0,73,1864,59,0.0,90,1582,80,0.0
Journal of Media Economics,Routledge,journal,ECON;SOCI,Economics and Econometrics;Communication,0.14,0.226,1.3,0.4,12,297,3,0.0,4,341,3,0.0,5,259,5,0.0
Journal of Medicinal Plants for Economic Development,AOSIS (Pty) Ltd,journal,ECON;AGRI,Economics and Econometrics;Plant Science,0.341,0.189,1.1,0.9,14,16,3,50.0,12,28,7,33.33,18,38,15,16.67
Journal of Monetary Economics,Elsevier B.V.,journal,ECON,Finance;Economics and Econometrics,2.717,6.564,7.1,7.2,83,12035,17,0.0,77,13028,22,0.0,125,12213,94,0.0
Journal of Money Laundering Control,Emerald Group Publishing Ltd.,journal,ECON;SOCI,"Public Administration;Law;Economics, Econometrics and Finance (all)",1.159,0.348,2.8,2.7,74,701,21,2.7,97,955,28,10.31,94,1078,61,9.57
"Journal of Money, Credit and Banking",Wiley-Blackwell,journal,ECON;BUSI,Finance;Economics and Econometrics;Accounting,1.416,1.880,2.6,2.9,86,5522,25,0.0,105,5801,44,0.0,133,5535,94,0.0
Journal of Multinational Financial Management,Elsevier B.V.,journal,ECON,Finance;Economics and Econometrics,1.343,0.883,6.6,7.3,28,1506,3,3.57,23,1702,1,0.0,16,1822,9,6.25
"Journal of Neuroscience, Psychology, and Economics",American Psychological Association,journal,PSYC;BUSI;NEUR;ECON,"Experimental and Cognitive Psychology;Cognitive Neuroscience;Applied Psychology;Business, Management and Accounting (miscellaneous);Economics, Econometrics and Finance (miscellaneous);Behavioral Neuroscience;Neuropsychology and Physiological Psychology",0.477,0.306,2.1,1.5,17,413,3,0.0,15,486,7,0.0,8,391,5,0.0
Journal of Ocean and Coastal Economics,Berkeley Electronic Press,journal,ECON,Economics and Econometrics,0.181,0.234,1.3,1.5,3,28,2,33.33,5,43,4,40.0,6,39,6,0.0
"Journal of Open Innovation: Technology, Market, and Complexity",Elsevier B.V.,journal,ECON;SOCI,"Sociology and Political Science;Economics, Econometrics and Finance (all);Development",1.646,0.905,12.3,11.0,219,3476,10,5.94,165,5604,15,4.24,238,7286,119,4.62
Journal of Operational Risk,Incisive Media Ltd.,journal,ECON;BUSI,Finance;Economics and Econometrics;Business and International Management,0.229,0.168,1.2,1.0,17,83,8,0.0,16,80,7,0.0,8,100,8,0.0
Journal of Pension Economics and Finance,Cambridge University Press,journal,ECON;BUSI,Organizational Behavior and Human Resource Management;Finance;Economics and Econometrics,1.128,0.737,3.3,4.2,29,879,6,0.0,34,1015,17,0.0,24,935,21,4.17
Journal of Pharmaceutical Health Services Research,Oxford University Press,journal,ECON;PHAR;HEAL,"Economics, Econometrics and Finance (miscellaneous);Pharmacology, Toxicology and Pharmaceutics (miscellaneous);Pharmacy",0.302,0.206,1.3,1.5,57,424,31,5.26,56,393,31,5.36,26,340,22,7.69
Journal of Philanthropy and Marketing,John Wiley and Sons Inc,journal,ECON;BUSI,Marketing;Economics and Econometrics;Strategy and Management,0.834,0.406,2.1,2.2,30,355,10,0.0,60,457,22,0.0,65,523,59,0.0
